FEM,30-Jun-13,524.4,10,52,634.86,665.51,16.62,0,28.63,0,28.63,0,0,0,5555,2013
FCIBL,30-Jun-13,650,10,65,650.45,837.34,92.61,36.13,-14.39,-8.06,-6.33,0,0,0,988,2013
RICL,31-Dec-13,366.78,10,36,653.42,1456.58,361.1,0.09,81.21,6.5,74.71,5,10,15,1082,2013
GHNL,30-Jun-13,450.03,10,45,659.55,2547.11,1852.24,80.58,45.92,7.53,38.39,0,0,0,2588,2013
DYNO,30-Jun-13,94.36,5,18,678.5,980.46,2390.92,12.99,242.17,85.84,156.33,50,0,50,1365,2013
GLPL,30-Jun-13,192,10,19,679.74,1217.94,1769.23,0.05,335.19,81.78,253.41,5,0,5,690,2013
QUAT,30-Jun-13,159.78,10,15,693.93,1463.36,2557.19,54.83,196.23,30.25,165.97,20,0,20,516,2013
HINOON,31-Dec-13,181.81,10,18,715.37,1582.34,3007.92,20.42,232.3,76.77,155.54,45,0,45,2840,2013
FHBM,30-Jun-13,397.07,10,39,716.41,883.13,313,0.11,63.39,0,63.39,14.75,0,14.75,4004,2013
STJT,30-Jun-13,96.6,10,9,721.32,1787.75,4195.46,96.9,146.44,33.54,112.9,40,0,40,1203,2013
DFSM,30-Jun-13,977.51,10,97,730.25,2669.97,1301.85,52.54,9.28,-25.96,35.24,0,0,0,1781,2013
SHSML,30-Sep-13,211.19,10,21,734.33,3802.06,5642.44,311.59,84.28,-7.33,91.61,15,0,15,2315,2013
REST,30-Jun-13,360,10,36,738.8,1799.29,3501.7,69.15,349.02,98.23,250.79,20,0,20,119,2013
CFL,30-Jun-13,124.18,10,12,741.78,1617.16,3143.65,70.83,285.02,41.42,243.6,15,0,15,1514,2013
PAKD,30-Jun-13,98.01,10,9,759.6,1221.91,771.65,1.32,143.68,47.64,96.05,50,0,50,1980,2013
MDTL,30-Jun-13,1788.51,10,178,760.73,1357.02,311.48,21.02,-187.41,1.56,-188.97,0,0,0,379,2013
PMRS,30-Sep-13,37.5,10,3,774.87,1836.9,1889.55,74.37,-20.93,19.39,-40.33,0,0,0,1354,2013
HAL,30-Jun-13,200,5,40,779.56,904.26,1183.7,1.3,198.69,56.73,141.96,70,0,70,2540,2013
BNWM,30-Jun-13,76.05,10,7,801.18,1795.68,807.73,10.93,174.52,30.06,144.46,0,25,25,793,2013
BRR,30-Jun-13,780.46,10,78,802.06,3011.65,402,202.99,53.41,0,53.41,3.1,0,3.1,6983,2013
AHTM,30-Jun-13,144.08,10,14,819.9,3282.06,4015.81,85.76,182.26,38.26,144,15,0,15,749,2013
FAEL,30-Jun-13,142.31,10,14,834.75,8088.9,6192.43,448.38,-138.41,30.96,-169.37,0,0,0,1312,2013
DLL,31-Dec-13,590.58,10,59,853.78,1252.55,134.32,5.71,-337.87,2.3,-340.17,10,0,10,6025,2013
CLOV,30-Jun-13,94.35,10,9,856.05,876.67,28.25,0.06,65.55,2.64,62.91,60,0,60,881,2013
PRWM,30-Jun-13,184.8,10,18,857.2,1773.56,6600.18,82.94,395.47,52.9,342.57,60,0,60,567,2013
JDMT,30-Jun-13,47.85,10,4,857.73,3346.17,2714.68,104.6,317.63,83.05,234.58,0,0,0,1130,2013
STML,30-Jun-13,86.4,10,8,859.52,1624.73,4773.21,54.48,312.81,28.69,284.12,30,0,30,1004,2013
ALICO,31-Dec-13,500,10,50,865.05,12097.5,86.74,0,111.9,38.05,73.85,0,0,0,862,2013
MIRKS,30-Sep-13,111.53,10,11,888.11,2503.54,3454.48,135.27,119.12,-22.06,141.18,0,10,10,1807,2013
GGL,30-Jun-13,724.63,10,72,927.3,2547.89,1217.46,55.41,158,6.1,151.91,5,2.5,7.5,1177,2013
SCLL,30-Jun-13,978.35,10,97,928,5445.65,563.78,313.71,157.82,51.6,106.21,8,0,8,3130,2013
STPL,30-Jun-13,785.2,10,78,935.46,2678.4,2770.79,130.33,-74.75,-10.1,-64.66,0,0,0,2818,2013
NBF,30-Jun-13,1102.68,10,110,941.51,960.28,179.31,0.03,134.08,0,134.08,0,11.1,11.1,0,2013
BWHL,30-Jun-13,133.34,10,13,960.17,1137.75,1164.51,4.98,36.59,-19.27,55.86,15,0,15,1351,2013
KSBP,31-Dec-13,132,10,13,973.15,2324.71,2577.69,23.27,200.96,42.95,158.01,40,0,40,979,2013
SZTM,30-Jun-13,179.71,10,17,988.81,2463.69,4977.94,53.13,258.8,-8.89,267.69,15,0,15,852,2013
SCM,30-Jun-13,453.84,10,45,1002.57,6840.03,2191.92,438.95,121.29,0,121.29,20,0,20,8807,2013
SALT,30-Jun-13,33.43,10,3,1015.71,3901.45,3925.77,121.95,328.87,-31.02,359.89,20,0,20,979,2013
HICL,31-Dec-13,495.5,5,99,1025.04,2237.67,689.69,0,270.36,26.38,243.98,25,25,50,2099,2013
TICL,30-Sep-13,150.23,10,15,1037.67,4776.16,9543.14,369.96,314.79,110,204.79,15,0,15,1036,2013
KOSM,30-Jun-13,650,5,130,1045.4,3719.14,6230.12,238.49,309.69,44.17,265.52,40,0,40,309,2013
IFSL,30-Jun-13,660.55,10,66,1067.64,1476.44,320.97,5.49,246.25,16.23,230.03,0,0,0,3755,2013
SHJS,30-Sep-13,120.11,10,12,1082.47,1440.04,4649.24,55.18,-33.19,-32.38,-0.81,0,0,0,612,2013
THCCL,30-Jun-13,997.18,10,99,1106.72,2196.95,2361.19,83.07,257.04,108.57,148.48,5,0,5,951,2013
CENI,31-Dec-13,457.24,10,45,1111.61,1738.93,476.32,0,150.75,3.42,147.33,15,0,15,1325,2013
PSYL,30-Jun-13,560.4,10,56,1117.25,3101.09,5123.55,116.39,67.04,23.15,43.9,0,0,0,1448,2013
POAF,30-Jun-13,1000,10,100,1119.4,1132.9,100.17,0.53,78.25,0,78.25,7.43,0,7.43,150,2013
ALNRS,30-Sep-13,194.99,10,19,1152.98,6109.75,7594.31,344.45,126.27,102.19,24.07,5,5,10,1174,2013
FRSM,30-Sep-13,238.16,10,23,1160.58,2530.62,4166.93,89.1,284.26,51.24,233.02,7.5,5,12.5,2115,2013
HSPI,30-Jun-13,554.84,10,55,1169.76,7290.27,2182.21,58.43,-101.36,-66.29,-35.08,0,0,0,1596,2013
UNIC,31-Dec-13,701.94,10,70,1180.46,3008.2,1164.67,2.79,290.55,33.17,257.38,0,31.06,31.06,512,2013
ILTM,30-Jun-13,5,10,0,1205.13,2099.1,2218.98,31.87,385.57,18.21,367.36,50,0,50,429,2013
CPPL,30-Jun-13,275.4,10,27,1211.84,3561.47,4129.33,156.95,175.4,56.83,118.57,20,0,20,1440,2013
KASBSL,31-Dec-13,1000,10,100,1218.42,2257.85,517.72,8.94,125.08,43.62,81.45,5,0,5,5327,2013
WYETH,30-Nov-13,142.16,100,1,1226.58,1700.71,3115.72,0.21,79.23,45.31,33.93,20,0,20,701,2013
PRET,30-Jun-13,61.63,10,6,1227.26,4095.11,4932.27,164.59,508.45,15.25,493.2,125,0,125,783,2013
AVN,31-Dec-13,755,10,75,1253.97,2240.76,1108.85,16.82,463.47,24.95,438.52,20,5,25,7,2013
ANL,30-Jun-13,4493.49,10,449,1262.29,20675.72,13719.63,2101.75,1101.48,137.54,963.94,0,0,0,7311,2013
MCBAH,30-Jun-13,720,10,72,1263.2,1411.54,538.3,0.01,220.16,62.51,157.65,25,0,25,1164,2013
NICL,30-Jun-13,1105.91,5,221,1264.45,2185.47,3002.34,96.85,232.53,105.45,127.08,0,0,0,3827,2013
ELSM,30-Jun-13,109.5,10,10,1270.26,2185.28,4858.43,82.2,422.25,70.05,352.2,100,0,100,579,2013
SHEZ,30-Jun-13,66,10,6,1311.04,2277.63,5674.5,45.76,394.32,145,249.32,100,10,110,433,2013
AHL,30-Jun-13,500,10,50,1343.42,3616.9,597.23,179.6,401.41,18.94,382.47,30,10,40,3348,2013
ICL,30-Jun-13,360,10,36,1376.23,4269.66,4278.11,121.9,333.32,38.69,294.62,15,38.89,53.89,484,2013
MRNS,30-Sep-13,253.21,10,25,1385.55,3316.04,5797.47,186.84,431.02,33.52,397.5,25,25,50,1694,2013
HCAR,31-Mar-13,1428,10,142,1389.27,15132.92,30274.6,190.97,524.82,280.53,244.29,3,0,3,4870,2013
SMTM,30-Jun-13,267.28,10,26,1414.11,3660.15,2709.12,136.25,-141.13,-1.51,-139.62,0,0,0,620,2013
ATIL,31-Dec-13,637.83,10,63,1438.03,3014.74,1033.86,0.44,587.57,131.6,455.97,50,10,60,950,2013
HUMNL,30-Jun-13,500,10,50,1456.33,1772.07,2291.45,7.49,565.24,177.44,387.8,60,40,100,648,2013
TATM,30-Jun-13,173.25,10,17,1478.81,4429.9,4615.71,184.57,339.94,11.43,328.5,20,0,20,2022,2013
ZAHT,30-Jun-13,408.61,10,40,1493.98,4276.67,4611.8,119.07,365.03,26.6,338.43,0,20,20,3182,2013
POWER,30-Jun-13,3656.9,10,365,1495.37,5619.14,3511.77,382.97,434.48,64.52,369.96,0,0,0,2332,2013
PCAL,30-Jun-13,284.62,10,28,1549.63,3592.07,6164.56,86.04,266.05,89.06,176.98,40,0,40,1842,2013
PINL,31-Dec-13,302.82,5,60,1553.91,3554.3,830.43,0,-151.98,14.82,-166.8,20,0,20,2477,2013
HINO,31-Mar-13,124.01,10,12,1561.96,5060.98,7528.14,325,44.88,17.8,27.08,16.38,0,16.38,1053,2013
FLYNG,30-Jun-13,1760,10,176,1589,5853.69,841.23,23.79,29.75,18.63,11.12,0,0,0,4911,2013
SAIF,30-Jun-13,264.13,10,26,1592.08,5673.36,7679.22,276.12,458.79,24.49,434.3,25,0,25,1536,2013
GASF,30-Jun-13,760.49,5,152,1602,1657.05,860.95,0,802.87,0,802.87,42,0,42,4731,2013
SHFA,30-Jun-13,505.14,10,50,1606.55,5257.78,5315.59,190.28,539.89,152.02,387.87,30,0,30,2190,2013
HIRAT,30-Jun-13,715.52,10,71,1629.11,4443.26,3985.37,298.44,150.27,-21.73,172,0,10,10,399,2013
RCML,30-Jun-13,102.92,10,10,1636.34,3281.31,3853.61,160.49,350.98,42.11,308.87,20,0,20,607,2013
GWLC,30-Jun-13,4002.74,10,400,1663.1,12901.95,6230.22,770.94,1066.02,15.47,1050.55,0,0,0,2405,2013
NATF,30-Jun-13,414.43,10,41,1682.03,4254.69,8545.97,74.83,978.2,304.95,673.25,75,25,100,1579,2013
SEL,30-Jun-13,190.92,10,19,1698.87,3437.12,5183.84,199.73,249.31,0,249.31,10,0,10,1139,2013
LINDE,31-Dec-13,250.39,10,25,1703.19,4189.4,4016.1,105.05,245.41,63.94,181.47,55,0,55,1683,2013
NAGC,30-Jun-13,187,10,18,1782.88,2652.6,4451.55,77.02,625.36,20.2,605.15,100,0,100,968,2013
STCL,30-Jun-13,721.28,5,144,1791.8,4756.13,4898.22,303.1,130.87,48.55,82.32,10,5,15,2703,2013
JSIL,31-Dec-13,1000,10,100,1797.66,2074.08,1002.09,48.02,624.54,26.36,598.18,10,0,10,3953,2013
GTYR,30-Jun-13,597.71,10,59,1798.85,6005.74,8167.09,289.22,579.61,184.25,395.36,45,0,45,2020,2013
ATBA,30-Jun-13,145,10,14,1801.35,3637.14,8875.11,59.95,822.9,240.79,582.11,100,20,120,1334,2013
SUTM,30-Jun-13,69,10,6,1809.88,2673.9,4385.98,49.54,568.33,37.07,531.27,200,0,200,1774,2013
TREET,30-Jun-13,418.22,10,41,1852.55,5239.55,3399.44,402.66,215.55,-3.22,218.77,20,0,20,2568,2013
RUPL,30-Jun-13,340.69,10,34,1866.07,3670.7,6091.8,81.97,-357.75,78.85,-436.6,0,0,0,535,2013
EXIDE,31-Mar-13,70.62,10,7,1898.77,3803.19,11145.3,38.33,754.33,267.9,486.43,60,10,70,1491,2013
FECTC,30-Jun-13,501.6,10,50,1909.05,3359.02,4588.06,143.33,705.97,122.82,583.15,15,0,15,2175,2013
CSUML,30-Sep-13,990.2,10,99,1946.81,4487.69,7234.93,249.77,231.92,-30.2,262.12,0,0,0,1807,2013
AABS,30-Sep-13,173.62,10,17,1962.02,4210.28,5823.93,224.26,331,43.45,287.55,50,0,50,811,2013
AKZO,31-Dec-13,464.43,10,46,1995.15,4248.63,5265.14,35.22,936.94,331.21,605.73,25,0,25,11069,2013
TRIPF,31-Dec-13,300,10,30,2075.19,13735.63,11950.08,614.15,318.06,108.9,209.16,0,0,0,1667,2013
REWM,30-Jun-13,308.11,10,30,2108.44,8131.65,9514.18,431.57,548.64,-21.51,570.15,20,0,20,1718,2013
FZTM,30-Jun-13,61.88,10,6,2149.57,7437.34,5909.41,89.66,457.92,21.68,436.25,50,0,50,705,2013
TGL,30-Jun-13,693,10,69,2169.06,6361.23,3888.97,93.71,152.55,-214.8,367.36,0,0,0,2059,2013
FEROZ,30-Jun-13,301.87,10,30,2221.03,2917.15,1953.19,11.75,450.92,42.34,408.58,70,0,70,2431,2013
SAPL,31-Dec-13,96.45,10,9,2226.61,6532.96,8791.59,233.19,540.21,230.38,309.83,100,0,100,851,2013
JLICL,31-Dec-13,627.12,10,62,2243.12,34290.6,176.94,0,1389.94,448.47,941.47,60,15,75,1355,2013
ASL,30-Jun-13,2680,10,268,2251.7,14350.53,4341.6,891.22,-1114.8,-368.97,-745.84,0,0,0,5110,2013
DINT,30-Jun-13,203.83,10,20,2300.24,6341.97,8296.37,298.66,834.26,100.61,733.65,50,10,60,834,2013
ARM,30-Jun-13,975,10,97,2352.73,4439.58,2139.2,94.77,631.86,0,631.86,30,5,35,316,2013
TELE,30-Jun-13,3000,10,300,2379.55,8144.93,1810.43,228.31,-712.55,-255.68,-456.87,0,0,0,5437,2013
JKSM,30-Jun-13,609.03,10,60,2400.05,5462.89,8918.97,216.22,650.49,51.14,599.36,50,0,50,223,2013
BTL,30-Jun-13,64.32,10,6,2421.22,4149.52,5765.77,138.29,439.59,44.98,394.61,50,0,50,491,2013
PACE,30-Jun-13,2788.77,10,278,2424.33,7509.02,392.29,370.58,-506.83,0.94,-507.77,0,0,0,10523,2013
QUET,30-Jun-13,130,10,13,2424.93,9499.46,12967.98,725.31,267.25,107.98,159.27,15,0,15,249,2013
SRVI,31-Dec-13,120.29,10,12,2447.09,6991.73,14685.64,306.33,747.41,128.08,619.33,175,0,175,1338,2013
TPL,30-Jun-13,2172.49,10,217,2454.84,3781.7,1035.38,111.99,62.97,13.48,49.49,0,0,0,736,2013
SEARL,30-Jun-13,471.65,10,47,2511.84,5082.03,5149.8,230.05,752.98,228.91,524.07,20,30,50,4914,2013
EFUL,31-Dec-13,1000,10,100,2533.37,49104.26,126.67,0,1398.31,469.2,929.11,65,0,65,1338,2013
JSGCL,31-Dec-13,500,10,50,2535.85,2924.09,314.41,14.48,210.28,60.08,150.2,35,0,35,1309,2013
OLPL,30-Jun-13,820.53,10,82,2612.29,23094.07,3560.32,1654.23,413.98,76.5,337.48,22,0,22,3827,2013
AGIL,30-Jun-13,144,5,28,2659.82,3013.01,3503.62,0.13,439.13,129.71,309.42,110,0,110,3420,2013
PICT,31-Dec-13,1091.53,10,109,2789.81,7676.38,7974.39,191.53,3429.49,1178.71,2250.78,445,0,445,2432,2013
ISIL,30-Jun-13,505.21,10,50,2799.48,9663.51,10177.48,576.55,540.07,181.96,358.12,22.5,0,22.5,1485,2013
CML,30-Jun-13,2441.76,10,244,2809.21,13995.98,15768.22,910.43,297.01,4.05,292.96,0,0,0,3225,2013
CRTM,30-Jun-13,492.1,10,49,2825.71,12543.21,13262.05,584.46,247.04,135.1,111.93,0,0,0,1754,2013
BHAT,30-Jun-13,30,10,3,2947.36,4405.62,6997.42,124.9,620.71,33.71,587,200,0,200,257,2013
FASM,30-Jun-13,100,10,10,3011.29,5090.57,8488.79,154.79,875.95,77.72,798.23,50,0,50,709,2013
MUREB,30-Jun-13,209.57,10,20,3050.37,6652.2,4334.85,2.92,1054.07,336.03,718.04,60,10,70,870,2013
FHAM,30-Jun-13,1008,5,201,3052.86,4719.29,1321.62,102.5,992.39,0,992.39,20,0,20,4910,2013
ALTN,30-Jun-13,3633.8,10,363,3111.81,4623.11,1471.56,175.07,58.13,0.3,57.83,0,0,0,164,2013
TRG,30-Jun-13,3853.91,10,385,3145.51,3307.39,0,0,2007.5,-0.17,2007.67,0,0,0,6435,2013
SMBL,31-Dec-13,10779.8,10,1077,3247.64,125560.04,10864.74,0,-1407.15,421.07,-1828.22,0,0,0,49725,2013
TSML,30-Sep-13,1177.06,10,117,3393.53,11896.55,12294.8,642.83,-284.41,98.31,-382.72,0,0,0,742,2013
SURC,30-Jun-13,198,10,19,3409,5058.83,9593.33,87.77,1011.13,107.79,903.35,60,10,70,694,2013
SEPL,30-Jun-13,411.5,10,41,3471.79,4795.39,1856.93,61.03,468.08,147.85,320.23,40,20,60,1477,2013
CHCC,30-Jun-13,955.8,10,95,3708.53,5064.5,6294.38,108.99,1581.7,357.49,1224.21,25,0,25,4251,2013
HABSM,30-Sep-13,750,5,150,3766.97,5884.49,8812.07,12.93,932.56,155,777.56,50,0,50,5356,2013
CSAP,30-Jun-13,564.6,10,56,3900.23,4808.94,5001.67,62.9,1086.72,270.98,815.74,35,10,45,2553,2013
GATI,30-Jun-13,383.65,10,38,3922.82,6711.6,11348.11,77.59,228.6,-91.23,319.83,40,0,40,1358,2013
ADMM,30-Jun-13,840,10,84,4060.72,5976.47,6136.79,149.71,787.03,29.65,757.39,10,0,10,716,2013
MEHT,30-Jun-13,150,10,15,4126.72,9184.67,14225.51,469.61,817.72,148.8,668.93,100,0,100,195,2013
INIL,30-Jun-13,1198.93,10,119,4377.51,14565.85,17729.74,699.13,698.91,140.76,558.14,32.5,0,32.5,2882,2013
PIOC,30-Jun-13,2271.49,10,227,4442.68,11602.16,7568.43,170.28,2248.4,713.26,1535.14,40,0,40,7331,2013
SIEM,30-Sep-13,82.47,10,8,4464.7,16786.17,13039.19,274.38,-820.86,154.08,-974.94,200,0,200,1187,2013
DCL,30-Jun-13,3891.13,10,389,4479.58,21597.47,8657.57,14.47,422.45,36.02,386.42,0,0,0,6947,2013
BATA,31-Dec-13,75.6,10,7,4500.65,6389.27,12774.44,26.52,1714.39,481.97,1232.42,1000,0,1000,1105,2013
ISL,30-Jun-13,4350,10,435,4516.81,14763.91,17602.67,992.7,442.79,79.33,363.46,0,0,0,1669,2013
JGICL,31-Dec-13,1364.44,10,136,4759.8,12811.95,4517.07,0,1220.2,174.89,1045.32,30,15,45,1501,2013
MTL,30-Jun-13,402.66,10,40,4763.84,10125.4,22698.65,64.55,3172.97,1034.33,2138.65,550,20,570,3184,2013
ARPL,31-Dec-13,341.18,10,34,4850.39,6487.14,7480.12,175.44,2414.32,509.51,1904.81,500,0,500,1906,2013
PIF,30-Jun-13,2841.25,10,284,4853.12,5024.56,1026.49,0,880.49,0,880.49,22,0,22,17221,2013
KTML,30-Jun-13,2455.26,10,245,4999.27,15320.6,14250.44,640.54,798.44,313.9,484.53,0,0,0,5112,2013
FCSC,30-Jun-13,3166.1,10,316,5033.53,5115.49,-16.74,0.04,-2567.7,0.36,-2568.06,0,0,0,3009,2013
MSOT,30-Jun-13,600,10,60,5106.97,19330.9,22744.59,1105.93,1129.2,222.84,906.36,17.5,0,17.5,1470,2013
PSEL,30-Jun-13,325.24,10,32,5123.78,27749.49,6801.17,153.99,1258.52,371.38,887.14,0,0,0,972,2013
CYAN,31-Dec-13,586.28,10,58,5311.29,5507.51,1457.11,0.24,1212.28,36.23,1176.05,100,0,100,991,2013
SITC,30-Jun-13,214.29,10,21,5375.63,13365.1,8099.79,486.83,1374.45,338.34,1036.1,100,0,100,2099,2013
PAKT,31-Dec-13,2554.94,10,255,5412.21,17430.07,30622.8,72.02,4666.91,1542.6,3124.31,100,0,100,3531,2013
AGL,31-Dec-13,3924.3,10,392,5422.15,44239.18,8627.67,4659.35,-3866.61,-484.45,-3382.16,0,0,0,614,2013
GATM,30-Jun-13,1523.49,10,152,5428.5,21188.93,30201.59,1227.52,841.13,139.05,702.08,0,20,20,2160,2013
JDWS,30-Sep-13,597.77,10,59,5488.92,23761.72,27183.28,1118.58,1310.83,386.31,924.52,60,0,60,1240,2013
PMPK,31-Dec-13,615.8,10,61,5493.58,16568.86,13728.43,527.43,-708.86,-267.4,-441.46,0,0,0,1715,2013
FML,30-Jun-13,3768.01,10,376,5664.71,11474.97,13484.14,216.77,1386.08,140.45,1245.64,30,0,30,521,2013
CEPB,30-Jun-13,1060.25,10,106,5838.44,13275.09,14235.62,692.91,1405.93,477.76,928.17,0,20,20,1978,2013
KOHC,30-Jun-13,1287.57,10,128,6041.05,10794.59,11297.21,248.97,3769.54,1136.91,2632.63,50,20,70,2394,2013
NETSOL,30-Jun-13,785.72,10,78,6125.4,7068.46,2632.78,8.85,1162.31,2.71,1159.61,10,10,20,3265,2013
FZCM,30-Jun-13,250,10,25,6125.5,23402.33,20558.59,1059.12,1462.32,311.2,1151.12,25,20,45,1379,2013
GADT,30-Jun-13,234.38,10,23,6167.88,13763.8,18673.75,434.06,1260.02,125.2,1134.83,125,0,125,1733,2013
GHGL,30-Jun-13,1173.51,10,117,6262.92,10947.61,10361.88,335.84,1067.26,196.68,870.58,0,15,15,1086,2013
SILK,31-Dec-13,26716.05,10,2671,6267.29,91800.32,8947.01,0,-1528.08,-369.52,-1158.56,0,0,0,6784,2013
ATLH,31-Mar-13,827.25,10,82,6560.16,12014.44,42325.24,9.73,2207.56,599.75,1607.8,75,25,100,1319,2013
COLG,30-Jun-13,435.95,10,43,6630.19,9203.24,20267.44,15.38,2262.85,673.7,1589.15,140,10,150,711,2013
MLCF,30-Jun-13,5277.34,10,527,6770.91,32373.09,17357.38,1704.65,3162.62,-62.08,3224.7,0,0,0,11367,2013
EPCL,31-Dec-13,6634.69,10,663,6933.81,25240.18,24591.91,1373.54,1344.43,627.26,717.17,0,0,0,34391,2013
PNSC,30-Jun-13,1320.63,10,132,6953.9,33041.72,5962.89,711.93,1073.87,414.31,659.56,10,0,10,15875,2013
SHEL,31-Dec-13,856.1,10,85,7222.53,40595.93,249213.99,532.15,2424.49,1363.33,1061.16,40,25,65,6256,2013
NCPL,30-Jun-13,3673.47,10,367,7269.75,22630.51,25165.54,2424.12,2712.73,-24.76,2737.49,60,0,60,2217,2013
KOHE,30-Jun-13,1694.59,10,169,7359.49,7965.37,12348.31,310.13,867.72,3.26,864.45,117.5,0,117.5,905,2013
ACPL,30-Jun-13,995.85,10,99,7946.65,10705.6,11507.71,14.89,2676.09,540,2136.09,130,15,145,996,2013
NCL,30-Jun-13,1819.86,10,181,8020.27,21924.85,21213.24,1243.26,2530.92,254.76,2276.16,20,10,30,6590,2013
AGTL,31-Dec-13,214.68,5,42,8218.96,9826.43,9262.63,0.4,2023.29,651.8,1371.49,500,35,535,1618,2013
IDYM,30-Jun-13,180.74,10,18,8416.93,11315.25,17612.02,277.2,2309.47,-24.14,2333.61,100,0,100,1496,2013
RMPL,31-Dec-13,92.36,10,9,8422.96,11920.48,23672.63,58.06,3593.5,812.02,2781.48,1350,0,1350,946,2013
ABOT,31-Dec-13,979,10,97,8747.27,11168,17217.26,2.96,3686.22,1157.37,2528.85,70,0,70,2267,2013
THALL,30-Jun-13,405.15,5,81,9041.8,10491.79,12766.24,12.57,2226.77,602.48,1624.3,200,0,200,4816,2013
JSBL,31-Dec-13,10724.64,10,1072,9139.04,112769.97,8527.78,0,501.37,150.09,351.28,0,0,0,7115,2013
NPL,30-Jun-13,3540.89,10,354,9208.44,25508.7,25055.26,2240.58,2702.3,-37.17,2739.47,30,0,30,3537,2013
WTL,31-Dec-13,8605.72,10,860,9609.47,26777.03,3187.64,636.18,-3515.94,-1214.36,-2301.58,0,0,0,10159,2013
ICI,30-Jun-13,923.59,10,92,9788.99,20944.71,18315.68,187.06,1026.09,338.32,687.77,0,0,0,10852,2013
SBL,31-Dec-13,8082.39,10,808,10154.4,40001.54,3367.05,0,81.66,-2.65,84.31,0,0,0,6443,2013
EFOODS,31-Dec-13,7665.96,10,766,10715.21,24045.55,37890.69,784.9,507.78,296.82,210.96,0,0,0,10994,2013
PGF,30-Jun-13,2835,10,283,10749.43,11043.58,2014.44,0,1706.81,0,1706.81,45,0,45,11254,2013
IGIIL,31-Dec-13,1115.36,10,111,10841.83,13152.12,1762.56,40.89,911.03,98.38,812.65,25,10,35,1693,2013
GLAXO,31-Dec-13,2895.16,10,289,11349.31,17938.81,25230.88,159.22,1809.87,747.61,1062.26,35,10,45,5981,2013
SAPT,30-Jun-13,200.83,10,20,11411.81,18842.13,25283.15,664.15,2365.97,229.5,2136.47,210,0,210,529,2013
LOTCHEM,31-Dec-13,15142.07,10,1514,11577.26,20043.16,57069.68,126.84,-348.17,197.94,-546.1,0,0,0,18319,2013
SFL,30-Jun-13,196.88,10,19,11836.69,17265.68,13892.29,455.19,1318.48,129.28,1189.19,120,0,120,741,2013
NESTLE,31-Dec-13,453.5,10,45,11859.16,52289.52,86226.87,2113.1,8112.96,2246.2,5866.76,1250,0,1250,768,2013
EFUG,31-Dec-13,1250,10,125,11907.93,28938.54,7749.25,0,1622.88,230.64,1392.23,50,28,78,1682,2013
BOK,31-Dec-13,10000,10,1000,11912.79,108170.17,8098.46,0,1669.23,515.2,1154.03,0,11.12,11.12,31891,2013
LPL,31-Dec-13,3798.39,10,379,12084.08,22350.44,36571.1,964.19,644.69,0,644.69,25,0,25,2913,2013
SNBL,31-Dec-13,11024.64,10,1102,12450.42,169233.87,15981.81,0,1530.4,493.54,1036.86,0,10,10,9316,2013
BOP,31-Dec-13,10551.13,10,1055,12576.75,352698.15,27823.95,0,3001.28,1063.28,1938.01,0,0,0,22342,2013
LPCL,31-Dec-13,13126.44,10,1312,13032.65,20196.86,10302.15,666.64,1200.89,-601.91,1802.8,3,0,3,9193,2013
AICL,31-Dec-13,3500,10,350,13046.55,27201.99,8016.88,0,2210.4,244.24,1966.16,35,182.93,217.93,8579,2013
MARI,30-Jun-13,918.75,10,91,13556.73,34192.44,11777.77,626.39,3488.49,1067.42,2421.08,37.06,0,37.06,2779,2013
JSCL,31-Dec-13,7632.85,10,763,13768.95,14968.37,636.21,183.36,217.15,36.31,180.83,0,0,0,16041,2013
FFBL,31-Dec-13,9341.1,10,934,13788.37,37162.12,54455.17,1514.93,8361.67,2748.66,5613.01,50,0,50,14530,2013
APL,30-Jun-13,691.2,10,69,14043.46,30097.52,164710.18,1666.13,5593.4,1686.87,3906.53,450,20,470,2337,2013
PKGP,31-Dec-13,3720.82,10,372,14354.1,21311.79,37743.68,834.67,1109.74,0,1109.74,25,0,25,3854,2013
NIB,31-Dec-13,103028.51,10,10302,14942.85,176825.06,16075.7,0,1625.27,384.1,1241.17,0,0,0,26134,2013
FCCL,30-Jun-13,13311.16,10,1331,15936.36,30305.05,15967.9,1512.15,3085.53,988.46,2097.07,12.5,0,12.5,10926,2013
AKBL,31-Dec-13,12602.6,10,1260,16633.04,394827.5,31558.95,0,-8440.5,-2960.61,-5479.9,0,0,0,18698,2013
PSMC,31-Dec-13,823,10,82,17645.16,23811.28,51061.33,57.58,2353.44,504.08,1849.36,40,0,40,5628,2013
INDU,30-Jun-13,786,10,78,17692.71,25105.39,63829.08,30.7,4969.78,1612.23,3357.55,250,0,250,3341,2013
MEBL,31-Dec-13,10027.38,10,1002,17908.15,329724.63,26672.47,0,5646.66,1689.89,3956.78,20,0,20,1985,2013
ATRL,30-Jun-13,852.93,10,85,18085.89,64634.8,163300.53,548.56,6053.16,2137.51,3915.66,50,0,50,3383,2013
DAWH,31-Dec-13,4812.87,10,481,19478.86,20602.91,939.22,65.45,454.61,25.33,429.29,10,0,10,3886,2013
FABL,31-Dec-13,10432.7,10,1043,20587.72,355279.71,32316.65,0,2160.78,310.87,1849.91,0,12.5,12.5,18159,2013
